2022-11-02 08:12:01.937379|INFO    |ServerLibPriv |   |TeamSpeak 3 Server 3.13.7 (2022-06-20 12:21:53)
2022-11-02 08:12:01.938352|INFO    |ServerLibPriv |   |SystemInformation: Windows Server 2012 R2 (9600) x64 (AMD or Intel) Binary: 64bit
2022-11-02 08:12:01.938352|INFO    |ServerLibPriv |   |Using hardware aes
2022-11-02 08:12:01.939332|INFO    |DatabaseQuery |   |dbPlugin name:    SQLite3 plugin, Version 3, (c)TeamSpeak Systems GmbH
2022-11-02 08:12:01.939332|INFO    |DatabaseQuery |   |dbPlugin version: 3.11.1
2022-11-02 08:12:01.939332|INFO    |DatabaseQuery |   |checking database integrity (may take a while)
2022-11-02 08:12:01.963748|WARNING |Accounting    |   |Unable to open licensekey.dat, falling back to limited functionality
2022-11-02 08:12:01.964722|INFO    |Accounting    |   |Licensing Information
2022-11-02 08:12:01.964722|INFO    |Accounting    |   |licensed to       : Anonymous
2022-11-02 08:12:01.964722|INFO    |Accounting    |   |type              : No License
2022-11-02 08:12:01.964722|INFO    |Accounting    |   |starting date     : Tue Feb  1 00:00:00 2022
2022-11-02 08:12:01.964722|INFO    |Accounting    |   |ending date       : Thu Jul  1 00:00:00 2027
2022-11-02 08:12:01.964722|INFO    |Accounting    |   |max virtualservers: 1
2022-11-02 08:12:01.964722|INFO    |Accounting    |   |max slots         : 32
2022-11-02 08:12:03.492224|INFO    |              |   |Puzzle precompute time: 1511
2022-11-02 08:12:03.493210|INFO    |FileManager   |   |listening on 0.0.0.0:30033, [::]:30033
2022-11-02 08:12:03.496144|INFO    |Query         |   |Using a query thread pool size of 2
2022-11-02 08:12:03.521522|ERROR   |VirtualSvrMgr |   |The following channels are invalid and will be deleted. They had either invalid parent channel id, channel order, or duplicate default channel flag 38,39
2022-11-02 08:12:03.530312|INFO    |Query         |   |listening for query on 0.0.0.0:10011, [::]:10011
2022-11-02 08:12:03.530312|INFO    |Query         |   |listening for ssh query on 0.0.0.0:10022, [::]:10022
2022-11-02 08:12:03.530312|INFO    |Query         |   |listening for http query on 0.0.0.0:10080, [::]:10080
2022-11-02 08:12:03.530312|INFO    |CIDRManager   |   |updated query_ip_allowlist ips: 127.0.0.1/32, ::1/128, 
2022-11-02 16:56:17.327106|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-11-03 06:32:39.820887|ERROR   |UDPServers    |   |远程主机强迫关闭了一个现有的连接。
2022-11-03 16:56:18.171526|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-11-04 07:10:25.016609|INFO    |Query         |   |query from 69 183.134.6.42:64380 attempted to login with account "root" and failed!
2022-11-04 07:10:25.032264|INFO    |Query         |   |query from 69 183.134.6.42:64380 attempted to login with account "root" and failed!
2022-11-04 07:10:25.047875|INFO    |Query         |   |query from 69 183.134.6.42:64380 attempted to login with account "root" and failed!
2022-11-04 07:20:31.761570|INFO    |Query         |   |query from 210 183.134.6.42:58201 attempted to login with account "root" and failed!
2022-11-04 07:20:31.792814|INFO    |Query         |   |query from 210 183.134.6.42:58201 attempted to login with account "root" and failed!
2022-11-04 07:20:32.730344|INFO    |Query         |   |query from 210 183.134.6.42:58201 attempted to login with account "root" and failed!
2022-11-04 07:30:35.051393|INFO    |Query         |   |query from 312 183.134.6.42:49251 attempted to login with account "root" and failed!
2022-11-04 07:30:35.082633|INFO    |Query         |   |query from 312 183.134.6.42:49251 attempted to login with account "root" and failed!
2022-11-04 07:30:35.098271|INFO    |Query         |   |query from 312 183.134.6.42:49251 attempted to login with account "root" and failed!
2022-11-04 07:40:50.338249|INFO    |Query         |   |query from 496 183.134.6.42:61484 attempted to login with account "root" and failed!
2022-11-04 07:40:50.356775|INFO    |Query         |   |query from 496 183.134.6.42:61484 attempted to login with account "root" and failed!
2022-11-04 07:40:50.379236|INFO    |Query         |   |query from 496 183.134.6.42:61484 attempted to login with account "root" and failed!
2022-11-04 07:50:51.172984|INFO    |Query         |   |query from 1543 183.134.6.42:56958 attempted to login with account "user" and failed!
2022-11-04 07:50:51.188615|INFO    |Query         |   |query from 1543 183.134.6.42:56958 attempted to login with account "user" and failed!
2022-11-04 07:50:51.219867|INFO    |Query         |   |query from 1543 183.134.6.42:56958 attempted to login with account "user" and failed!
2022-11-04 08:00:52.002944|INFO    |Query         |   |query from 3298 183.134.6.42:62770 attempted to login with account "dev" and failed!
2022-11-04 08:00:52.018577|INFO    |Query         |   |query from 3298 183.134.6.42:62770 attempted to login with account "dev" and failed!
2022-11-04 08:00:52.018577|INFO    |Query         |   |query from 3298 183.134.6.42:62770 attempted to login with account "dev" and failed!
2022-11-04 08:10:53.203865|INFO    |Query         |   |query from 5653 183.134.6.42:63525 attempted to login with account "ftp" and failed!
2022-11-04 08:10:53.219493|INFO    |Query         |   |query from 5653 183.134.6.42:63525 attempted to login with account "ftp" and failed!
2022-11-04 08:10:53.219493|INFO    |Query         |   |query from 5653 183.134.6.42:63525 attempted to login with account "ftp" and failed!
2022-11-04 08:20:54.255144|INFO    |Query         |   |query from 8129 183.134.6.42:49963 attempted to login with account "h3c" and failed!
2022-11-04 08:20:54.286399|INFO    |Query         |   |query from 8129 183.134.6.42:49963 attempted to login with account "h3c" and failed!
2022-11-04 08:20:54.302034|INFO    |Query         |   |query from 8129 183.134.6.42:49963 attempted to login with account "h3c" and failed!
2022-11-04 08:30:55.165042|INFO    |Query         |   |query from 10748 183.134.6.42:64803 attempted to login with account "centos" and failed!
2022-11-04 08:30:55.165042|INFO    |Query         |   |query from 10748 183.134.6.42:64803 attempted to login with account "centos" and failed!
2022-11-04 08:30:55.180654|INFO    |Query         |   |query from 10748 183.134.6.42:64803 attempted to login with account "centos" and failed!
2022-11-04 08:40:56.018706|INFO    |Query         |   |query from 13168 183.134.6.42:49934 attempted to login with account "lee" and failed!
2022-11-04 08:40:56.034335|INFO    |Query         |   |query from 13168 183.134.6.42:49934 attempted to login with account "lee" and failed!
2022-11-04 08:40:56.049981|INFO    |Query         |   |query from 13168 183.134.6.42:49934 attempted to login with account "lee" and failed!
2022-11-04 16:56:19.114062|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-11-05 02:42:21.225836|ERROR   |UDPServers    |   |远程主机强迫关闭了一个现有的连接。
2022-11-05 02:42:21.225836|ERROR   |UDPServers    |   |远程主机强迫关闭了一个现有的连接。
2022-11-05 02:42:21.225836|ERROR   |UDPServers    |   |远程主机强迫关闭了一个现有的连接。
2022-11-05 02:42:21.225836|ERROR   |UDPServers    |   |远程主机强迫关闭了一个现有的连接。
2022-11-05 03:31:11.239309|ERROR   |UDPServers    |   |远程主机强迫关闭了一个现有的连接。
2022-11-05 16:56:19.813669|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-11-06 16:56:20.866396|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-11-07 16:56:21.850693|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-11-08 16:56:24.429589|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-11-09 11:33:31.317126|ERROR   |UDPServers    |   |远程主机强迫关闭了一个现有的连接。
2022-11-09 11:33:31.349327|ERROR   |UDPServers    |   |远程主机强迫关闭了一个现有的连接。
2022-11-09 11:33:31.349327|ERROR   |UDPServers    |   |远程主机强迫关闭了一个现有的连接。
2022-11-09 16:56:25.142567|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-11-10 16:56:26.225193|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-11-11 16:56:27.232482|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2022-11-11 20:28:12.622810|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 20:38:12.531328|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 20:38:14.312573|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 20:38:16.312569|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 20:48:12.607436|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 20:48:14.279305|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 20:48:16.279297|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 20:58:12.657939|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 20:58:16.298586|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 21:08:12.792780|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 21:08:14.355299|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 21:08:16.355303|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 21:18:12.765944|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 21:18:16.297212|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 21:28:12.749348|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 21:28:14.311861|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 21:28:16.311864|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 21:38:12.902296|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 21:38:14.355424|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 21:38:16.355420|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 21:48:12.976385|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 21:48:14.256674|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 21:48:16.256689|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 21:58:12.974889|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 21:58:14.318647|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 21:58:16.318631|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 22:08:12.897526|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 22:08:16.319418|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 22:18:12.958335|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 22:18:14.323564|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 22:18:16.291332|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 22:28:13.114654|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 22:28:14.349019|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 22:28:16.349015|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 22:38:13.187878|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 22:38:14.312867|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 22:38:16.312868|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 22:48:13.200510|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 22:48:14.325515|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 22:48:16.299136|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 22:58:13.301917|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 22:58:15.301932|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 22:58:17.301936|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 23:08:13.387138|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 23:08:15.277741|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 23:08:17.277754|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 23:18:13.413649|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 23:18:15.304270|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 23:18:17.304261|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 23:28:13.382246|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 23:28:15.272876|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 23:28:17.272884|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 23:38:13.484021|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2022-11-11 23:38:15.265274|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
