2021-10-07 04:46:42.171813|INFO    |ServerLibPriv |   |TeamSpeak 3 Server 3.13.6 (2021-06-09 10:22:37)
2021-10-07 04:46:42.172813|INFO    |ServerLibPriv |   |SystemInformation: Windows 10 (18363) x64 (AMD or Intel) Binary: 64bit
2021-10-07 04:46:42.172813|INFO    |ServerLibPriv |   |Using hardware aes
2021-10-07 04:46:42.175816|INFO    |DatabaseQuery |   |dbPlugin name:    SQLite3 plugin, Version 3, (c)TeamSpeak Systems GmbH
2021-10-07 04:46:42.175816|INFO    |DatabaseQuery |   |dbPlugin version: 3.11.1
2021-10-07 04:46:42.176817|INFO    |DatabaseQuery |   |checking database integrity (may take a while)
2021-10-07 04:46:42.184825|INFO    |SQL           |   |db_CreateTables() tables created
2021-10-07 04:46:42.208846|WARNING |Accounting    |   |Unable to open licensekey.dat, falling back to limited functionality
2021-10-07 04:46:42.208846|INFO    |Accounting    |   |Licensing Information
2021-10-07 04:46:42.208846|INFO    |Accounting    |   |licensed to       : Anonymous
2021-10-07 04:46:42.208846|INFO    |Accounting    |   |type              : No License
2021-10-07 04:46:42.208846|INFO    |Accounting    |   |starting date     : Thu Oct  1 00:00:00 2020
2021-10-07 04:46:42.208846|INFO    |Accounting    |   |ending date       : Tue Nov  1 00:00:00 2022
2021-10-07 04:46:42.208846|INFO    |Accounting    |   |max virtualservers: 1
2021-10-07 04:46:42.208846|INFO    |Accounting    |   |max slots         : 32
2021-10-07 04:46:42.860084|INFO    |              |   |Puzzle precompute time: 638
2021-10-07 04:46:42.861085|INFO    |FileManager   |   |listening on 0.0.0.0:30033, [::]:30033
2021-10-07 04:46:42.862086|INFO    |VirtualSvrMgr |   |executing monthly interval
2021-10-07 04:46:42.862086|INFO    |VirtualSvrMgr |   |reset virtualserver traffic statistics
2021-10-07 04:46:42.867090|INFO    |Query         |   |Using a query thread pool size of 2
2021-10-07 04:46:42.880236|INFO    |Query         |   |listening for query on 0.0.0.0:10011, [::]:10011
2021-10-07 04:46:42.880236|INFO    |              |   |creating QUERY_SSH_RSA_HOST_KEY file: ssh_host_rsa_key
2021-10-07 04:46:43.533093|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2021-10-07 04:46:45.011914|INFO    |Query         |   |listening for ssh query on 0.0.0.0:10022, [::]:10022
2021-10-07 04:46:45.011914|INFO    |Query         |   |listening for http query on 0.0.0.0:10080, [::]:10080
2021-10-07 04:46:45.011914|INFO    |CIDRManager   |   |updated query_ip_allowlist ips: 127.0.0.1/32, ::1/128, 
2021-10-07 05:21:43.234840|ERROR   |              |   |TS3ANetwork::Send failed error: 10022
2021-10-07 05:21:43.234840|ERROR   |              |   |TS3ANetwork::Send failed error: 10022
